,page_link,product_name,item_no,description,style,material,type_class,color,rating
118,https://www.overstock.com/Home-Garden/Safavieh-Celine-Elegant-Black-White-Pouf/12077262/product.html?refccid=Y2ZITJG3PYHZD3KM2GB3DC5PGA&searchidx=118,Safavieh Celine Elegant Black / White Pouf,18943444,"The 18th century hotel perched on one of Venice s legendary canals inspired this enchanting contemporary square pouf. Its energizing black and white pattern brings a touch of instant elegance to any room as an instant table, seating option or ottoman.",Casual,"Cotton, Foam","Cocktail Ottoman, Pouf, Standard Ottoman","Black, White",0.0
119,https://www.overstock.com/Home-Garden/Tufted-Upholstered-Ottoman-Pouf/21175852/product.html?refccid=Y2ZITJG3PYHZD3KM2GB3DC5PGA&searchidx=119,Tufted Upholstered Ottoman Pouf,26947906,"This incredibly stylish pouf has tufted upholstery all over, making it a standout piece. The casual design is perfect for any setting and can be used around the home. When you want to relax, prop your feet up and ease in your favorite chair. The solid wood interior will hold up kids and adults alike. The versatility of a pouf is your all-in-one solution for seating, as a footrest and a table, so get yours today!",Modern & Contemporary,"Leather, Polyester Blend","Pouf, Standard Ottoman","Beige, Black, Blue, Brown, Green, Grey, Orange, Purple, Red",0.0
120,https://www.overstock.com/Home-Garden/Majestic-Home-Goods-Citrus-Blooms-Indoor-Outdoor-Ottoman-Pouf-Cube/11821776/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=120,Majestic Home Goods Citrus Blooms Indoor / Outdoor Ottoman Pouf Cube,18727507,"Add style and color to your living room or outdoor seating arrangement with Majestic Home Goods Small Cube Ottoman. This cube is perfect for use as a footstool, side table or as extra seating for guests. Woven from outdoor treated polyester, these cubes have up to 1000 hours of U.V. protection and are able to withstand all of nature’s elements. The beanbags are eco-friendly filled with environmentally friendly, highly durable and comfortable polystyrene beads for long hours of sitting. Perfect convenient size for all indoor and outdoor environments",,Polyester,"Pouf, Standard Ottoman",Yellow,5.0
121,https://www.overstock.com/Home-Garden/Otis-Tufted-Lid-Square-Foldable-Ottoman-with-Stud-Detail-Set-of-2/21488416/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=121,Otis Tufted Lid Square Foldable Ottoman with Stud Detail Set of 2,27223539,"Here is our two piece foldable ottoman set, perfect to outfit your living spaces and keep storage items out of sight. This piece features two tufted lids, with wooden frames. These durable and solid ottimans will hold in any home. Accent your home with this piece today!",,Bonded Leather,"Foot Stool, Storage Cube, Storage Ottoman",Black,5.0
122,https://www.overstock.com/Home-Garden/Eclectic-18-x-35-Inch-Round-Black-Velvet-Pouf/20445597/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=122,Eclectic 18 x 35 Inch Round Black Velvet Pouf,26307110,"Sleek color and distinguished design make this ottoman luxurious addition to your home furniture. It features a round, black, velvet pouf with tufted seat cushion, ribbed sides, and short natural wood-colored legs. It comes with ample polyester filling giving you maximum comfort while you lounge. With its elegant and sophisticated appearance, this stunning ottoman is a refined presence in any room. Get yours now at an affordable price!",Modern & Contemporary,Wood,"Pouf, Standard Ottoman",Black,0.0
123,https://www.overstock.com/Home-Garden/Foot-Pouf-Coco-Slate/16302407/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=123,Foot Pouf Coco Slate,22667490,"Our Pouf Foot Ottomans are a great add on to any decor. They work as a foot rest or extra seating. They are filled with polyester fiber and recycled EPS filler. The ottomans are overstuffed for long lasting, maximum comfort and support. The cover of this piece is removable for easy care. Coco is a soft fabric with a burlap weave. Also available in a taller size.",Modern & Contemporary,"Acrylic, Polyester","Foot Stool, Pouf, Standard Ottoman","Beige, Grey",5.0
124,https://www.overstock.com/Home-Garden/Tall-Pouf-Glam-Sand/16291604/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=124,Tall Pouf Glam Sand,22657694,Our Pouf Tall Ottomans are a great add on to any decor. They work as a Tall rest or extra seating. They are filled with polyester fiber and recycled EPS filler. Cover is a cotton-poly faux suede and removable for easy care.,"Glam, Modern & Contemporary",Polyester,"Foot Stool, Pouf, Standard Ottoman","Grey, Silver",5.0
125,https://www.overstock.com/Home-Garden/Mink-Snow-Foot-Pouf-Ottoman/16302464/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=125,Mink Snow Foot Pouf Ottoman,22667528,Prop your feet up with a touch of glam when you add this foot pouf to your living room or den. This pouf comes covered in soft faux fur for a fun look and features polyester and recycled EPS filler for dependable softness.,,"Acrylic, Polyester","Foot Stool, Pouf, Standard Ottoman","Cream, Off-White, White",2.0
126,https://www.overstock.com/Home-Garden/Silver-Fabric-Pouf-Ottoman/16302473/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=126,Silver Fabric Pouf Ottoman,22667531,"Throw a dash of whimsical practicality into your casual space with this glam foot pouf. In a fun metallic-pewter shade, this faux-suede ottoman offers cushioned foot support or quick and easy extra seating.",,Polyester,"Foot Stool, Pouf, Standard Ottoman",Silver,0.0
127,https://www.overstock.com/Home-Garden/Decor-Maisonette-Animal-Print-Hide-Pouf-Oscar-Black-18-x18-x18/21024124/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=127,"Decor Maisonette Animal Print Hide Pouf Oscar, Black (18""x18""x18"")",26814149,"Crafted of hide, this pouf features a pieced pattern in neutral shades of black, brown and white. Multifunctional ottomans give you the option to use as a decoration or as a practical piece of furniture for everyday use.",Transitional,"Cowhide, Wood","Pouf, Standard Ottoman","Black, Brown",0.0
128,https://www.overstock.com/Home-Garden/Glam-Chocolate-Gold-Faux-Suede-Foot-Pouf/16302430/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=128,Glam Chocolate Gold Faux Suede Foot Pouf,22667513,"Relax after a long day by putting your feet up on this pouf. This pouf can also be used as a seat, and the cover is made of faux suede that is durable and removable for easy cleaning.",,Polyester,"Foot Stool, Pouf, Standard Ottoman",Gold,0.0
129,https://www.overstock.com/Home-Garden/Handmade-Littoral-Coffee-Leather-Ottoman-Pouf-Cover-Brazil/4787300/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=129,Handmade 'Littoral Coffee' Leather Ottoman Pouf Cover (Brazil),12686078,"This handmade creation is offered in partnership with NOVICA, in association with National Geographic. A Shaped like a strong column, this leather ottoman cover offers the promise of elegant comfort. The Carneiro Family crafts it with leather with a tooled work that is precise and neat. Finally, they use a steel sponge to rub the ottoman cover, enhancing the effects of the contrasting hues.",Modern & Contemporary,Leather,"Pouf, Standard Ottoman",Brown,0.0
130,https://www.overstock.com/Home-Garden/Sailors-Rope-Outdoor-Indoor-Decorative-Cylinder-Pouf/9172527/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=130,Sailors Rope Outdoor/ Indoor Decorative Cylinder Pouf,16348926,"This pouf is made of 100-percent polyester fabric & filled with micro polyester beads. This outdoor safe pouf will also add a colorful addition to your patio! Rain or Shine this pouf will stand the test of time, and Mother Nature.","Modern & Contemporary, Nautical & Coastal",Polyester,"Pouf, Standard Ottoman","Blue, Green, Grey, Red, Yellow",4.0
131,https://www.overstock.com/Home-Garden/The-Curated-Nomad-Aptos-Moroccan-Black-Pouf-Leather-Ottoman/22580853/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=131,The Curated Nomad Aptos Moroccan Black Pouf Leather Ottoman,22580853,"Lend a little decadence to your space with this quaint and sumptuous ottoman. The supreme, luxurious leather is hand stitched by artisans for a lovely, homespun feel you can enjoy for years to come.",Bohemian & Eclectic,Leather,"Pouf, Standard Ottoman",Black,5.0
132,https://www.overstock.com/Home-Garden/Eclectic-18-x-17-Inch-Round-Tan-Velvet-Pouf/20445616/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=132,Eclectic 18 x 17 Inch Round Tan Velvet Pouf,26307128,"Bring an extra touch of luxury and comfort to your home with this ottoman from Studio 350. This piece features a round, tan, velvet pouf with tufted seat cushion, ribbed sides, and short natural wood-colored legs. Its ample polyester filling gives you maximum relaxation while you lounge while its elegant and sophisticated appearance easily elevates your living room. Get yours now at an affordable price!",Modern & Contemporary,Wood,"Pouf, Standard Ottoman",Brown,0.0
133,https://www.overstock.com/Home-Garden/ACME-Harlety-Pouf-Ottoman-in-Multi-Color-Wool-and-Leather/18828318/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=133,ACME Harlety Pouf Ottoman in Multi-Color Wool and Leather,24892747,"Globally inspired, this Harlety square pouf ottoman will be an excellent seating alternative for relaxation or a family or friend get-together. Upholstered in a combination of leather and multi-color wool, it is not only classy, but also comfortable. With expanded polystyrene beads filling, it is perfect to be used as a footrest as well. With intricate workmanship, extra durability is added. Attractive and trendy, it will be a great complement in any decor.",Bohemian & Eclectic,Leather,"Pouf, Standard Ottoman",Multi,0.0
134,https://www.overstock.com/Home-Garden/Matrix-Charcoal-Tapestry-Pouf-Ottoman/10812322/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=134,Matrix Charcoal Tapestry Pouf Ottoman,17857377,"Add a touch of style to your home with an American Furniture Classics Matrix Charcoal tapestry cylindrical shaped Pouf ottoman. Very useful extra seating in your living room, family room, or den. Available in a variety of padded microfiber and tapestry microfiber fabrics. The inner bag is stuffed with premium virgin poly polystyrene beads. There is a zipper on the fabric which allows you to remove the inner bag and clean the fabric as needed. Proudly .","Transitional, Urban","Fabric, Foam, Microfiber","Foot Stool, Pouf, Standard Ottoman","Black, Cream, Grey",0.0
135,https://www.overstock.com/Home-Garden/Grey-Cylindrical-Pouf-Ottoman/10812320/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=135,Grey Cylindrical Pouf Ottoman,17857376,"Add a touch of style to your home with an American Furniture Classics Grey cylindrical shaped Pouf ottoman. Very useful extra seating in your living room, family room, or den. Available in a variety of padded microfiber and tapestry microfiber fabrics. The inner bag is stuffed with premium virgin poly polystyrene beads. There is a zipper on the fabric which allows you to remove the inner bag and clean the fabric as needed. Proudly .",Modern & Contemporary,"Fabric, Foam, Microfiber","Foot Stool, Pouf, Standard Ottoman",Grey,5.0
136,https://www.overstock.com/Home-Garden/Estero-Light-Green-Leatherette-Tufted-Square-Ottoman-with-Storage/19386993/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=136,Estero Light Green Leatherette Tufted Square Ottoman with Storage,25396151,Make the most of compact living spaces with this Estero ottoman featuring hidden storage inside for your entertainment accessories. The durable wood frame holds to withstands use at parties and in busy households.,Modern & Contemporary,"Bonded Leather, Wood","Foot Stool, Storage Cube, Storage Ottoman","Black, Green",5.0
137,https://www.overstock.com/Home-Garden/Majestic-Home-Goods-Cream-Sherpa-Indoor-Outdoor-Ottoman-Pouf-16-L-x-16-W-x-17-H/22258554/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=137,"Majestic Home Goods Cream Sherpa Indoor / Outdoor Ottoman Pouf 16"" L x 16"" W x 17"" H",27909926,"Add comfort and flare to any room with Majestic Home Goods Small Pouf Ottomans. These small poufs can be used as a foot stool, side table or as extra seating in your home or backyard. The removable zippered slipcover is woven from outdoor treated polyester with up to 1000 hours of U.V. protection. The small poufs are eco-friendly filled with environmentally friendly, highly durable and comfortable polystyrene beads for long hours of sitting. Perfect convenient size for all indoor and outdoor environments.",,"Faux Suede, Polyester","Pouf, Standard Ottoman",Cream,0.0
138,https://www.overstock.com/Home-Garden/Offex-Avendale-Tufted-Upholstered-Ottoman-Pouf-in-Light-Gray-Fabric/22971210/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=138,Offex Avendale Tufted Upholstered Ottoman Pouf in Light Gray Fabric,28537865,"Contemporary Style. Taut Tufted Upholstery. CA117 Fire Retardant Foam. Black Bottom Dust Cover. Plastic Round Feet. Weight: 8 lbs. Weight Capacity: 300 lbs. Dimensions: 16""W x 16""D x 15.75""H",Modern & Contemporary,"Fabric, Foam, Plastic","Pouf, Standard Ottoman",Grey,0.0
139,https://www.overstock.com/Home-Garden/Mercana-Arama-Grey-Wool-Viscose-Pouf/24251497/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=139,Mercana Arama Grey Wool/Viscose Pouf,29690010,"Finalize your seating group with this distinct handmade Indian pouf. Fashioned from wool and viscose, this textured piece amplifies the laid-back feel of your room.",Modern & Contemporary,Wool,Pouf,Grey,0.0
140,https://www.overstock.com/Home-Garden/Herat-Oriental-Indo-Handmade-Striped-Cotton-Pouf/10761277/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=140,Herat Oriental Indo Handmade Striped Cotton Pouf,17813877,Worldstock Country: India,Traditional,"Cotton, Fabric","Foot Stool, Pouf","Blue, Gold, Red",0.0
141,https://www.overstock.com/Home-Garden/Modern-Tan-Black-18-inch-Cylindrical-Jute-Pouf/8700667/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=141,Modern Tan/ Black 18-inch Cylindrical Jute Pouf,15951781,This pouf is burlap printed with coastal accents and will be a wonderful addition to your home decor. The design of this jute-made pouf is both modern and comfortable.,Modern & Contemporary,Fabric,"Pouf, Standard Ottoman",Brown,2.3
142,https://www.overstock.com/Home-Garden/Chadwick-Solid-Light-Gray-Indoor-Outdoor-Pouf-18-X18-X18/21706052/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=142,"Chadwick Solid Light Gray Indoor/ Outdoor Pouf (18""X18""X18"")",27416186,"This cube-shaped pouf brings modern Scandinavian vibes to both indoor and outdoor spaces. Featuring a cross-sectioned stitching design, this versatile pouf provides a textural touch, while the light gray hue complements any sleek yet cozy setting.",Scandinavian,Polypropylene,"Pouf, Standard Ottoman",Grey,0.0
143,https://www.overstock.com/Home-Garden/Handmade-Tropical-Bird-Print-Velvet-Ottoman-Pouf-India/13042348/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=143,Handmade Tropical Bird Print Velvet Ottoman Pouf (India),19782020,"Add style and color to any room in your home with our soft velvet pouf. You can share a perch with tropical birds and foliage that are rendered in vibrant hues. It can be used as a footstool, side table or as extra seating for guests. Product is made of velvet with a cotton fill. They are durable, yet comfortable. Spot clean only.","Asian Inspired, Casual, Oriental, Pouf, Tropical",Velvet,"Foot Stool, Pouf, Standard Ottoman","Blue, Pink, White, Yellow",3.0
144,https://www.overstock.com/Home-Garden/Jennifer-Taylor-Jacob-Storage-Cube/10187697/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=144,Jennifer Taylor Jacob Storage Cube,17313252,"The Jacob Collection by Jennifer Taylor Home aims to add some functional storage space to the entryway, living area, or bedroom. Upholstered in luxuriously soft cotton, this ultra-elegant square storage cube features a unique and colorful traditional design that adds instant sophistication to any indoor setting. Crafted with a durable solid wood frame, this beautiful piece is the perfect seating solution.",Modern & Contemporary,"Fabric, Upholstered, Wood","Storage Cube, Storage Ottoman","Black, Blue, Green, Grey, Orange, Red",3.0
145,https://www.overstock.com/Home-Garden/Majestic-Home-Goods-Villa-Collection-Indoor-Ottoman-Pouf-16-L-x-16-W-x-17-H/22258555/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=145,"Majestic Home Goods Villa Collection Indoor Ottoman Pouf 16"" L x 16"" W x 17"" H",27909927,"Add comfort and flare to any room with Majestic Home Goods Small Pouf Ottomans. These small poufs can be used as a foot stool, side table or as extra seating for guests. The removable zippered slipcover is woven from Polyester Micro-velvet that offers outstanding protection with 300/600 Waterproof Denier Base. The ottoman poufs are eco-friendly filled with highly durable and comfortable polystyrene beads for long hours of sitting. Perfect convenient size for indoor environments.",,Polyester,"Pouf, Standard Ottoman","Blue, Brown, Cream, Green, Grey, Orange, Purple",0.0
146,https://www.overstock.com/Home-Garden/Majestic-Home-Goods-Bamboo-Indoor-Outdoor-Ottoman-Pouf-16-L-x-16-W-x-17-H/11821381/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=146,"Majestic Home Goods Bamboo Indoor / Outdoor Ottoman Pouf 16"" L x 16"" W x 17"" H",18727065,"Add comfort and flare to any room with Majestic Home Goods Small Pouf Ottomans. These small poufs can be used as a foot stool, side table or as extra seating in your home or backyard. The removable zippered slipcover is woven from outdoor treated polyester with up to 1000 hours of U.V. protection. The small poufs are eco-friendly filled with environmentally friendly, highly durable and comfortable polystyrene beads for long hours of sitting. Perfect convenient size for all indoor and outdoor environments.",,Polyester,"Pouf, Standard Ottoman","Black, Green, Orange",0.0
147,https://www.overstock.com/Home-Garden/Havenside-Home-Eastport-Square-Storage-Ottoman/20931382/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=147,Havenside Home Eastport Square Storage Ottoman,20931382,"Bring a natural style to your living room with this eco-friendly storage ottoman from Havenside Home. Featuring a woven design available in three finishes, this ottoman offers space for storing blankets, remotes, or other necessities.","Bohemian & Eclectic, Nautical & Coastal",Wood,"Cocktail Ottoman, Foot Stool, Standard Ottoman, Storage Cube, Storage Ottoman","Brown, Gold, Silver",4.6
148,https://www.overstock.com/Home-Garden/Majestic-Home-Goods-Aruba-Indoor-Outdoor-Ottoman-Pouf-Cube/11821768/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=148,Majestic Home Goods Aruba Indoor / Outdoor Ottoman Pouf Cube,18727478,"Add style and color to your living room or outdoor seating arrangement with Majestic Home Goods Small Cube Ottoman. This cube is perfect for use as a footstool, side table or as extra seating for guests. Woven from outdoor treated polyester, these cubes have up to 1000 hours of U.V. protection and are able to withstand all of nature’s elements. The beanbags are eco-friendly filled with environmentally friendly, highly durable and comfortable polystyrene beads for long hours of sitting. Perfect convenient size for all indoor and outdoor environments",Modern & Contemporary,Polyester,"Pouf, Standard Ottoman","Blue, Grey, Orange, Yellow",5.0
149,https://www.overstock.com/Home-Garden/Majestic-Home-Goods-Navy-Blue-French-Quarter-Indoor-Outdoor-Ottoman-Pouf-Cube/11821813/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=149,Majestic Home Goods Navy Blue French Quarter Indoor / Outdoor Ottoman Pouf Cube,18727547,"Add style and color to your living room or outdoor seating arrangement with Majestic Home Goods Small Cube Ottoman. This cube is perfect for use as a footstool, side table or as extra seating for guests. Woven from outdoor treated polyester, these cubes have up to 1000 hours of U.V. protection and are able to withstand all of nature’s elements. The beanbags are eco-friendly filled with environmentally friendly, highly durable and comfortable polystyrene beads for long hours of sitting. Perfect convenient size for all indoor and outdoor environments",,Polyester,"Pouf, Standard Ottoman",Blue,5.0
150,https://www.overstock.com/Home-Garden/Corinth-Solid-Dark-Gray-Indoor-Outdoor-Pouf-18-X18-X20/21705989/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=150,"Corinth Solid Dark Gray Indoor/ Outdoor Pouf (18""X18""X20"")",27416178,"This cylinder-shaped pouf brings modern Scandinavian vibes to both indoor and outdoor spaces. Featuring a durable polypropylene construction, this pouf proves perfect for weather-resistant use, while the handsome gray hue complements any sleek yet cozy setting.",Scandinavian,Polypropylene,"Pouf, Standard Ottoman",Grey,0.0
151,https://www.overstock.com/Home-Garden/WYNDENHALL-Portia-Patterned-Square-Pouf/19204520/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=151,WYNDENHALL Portia Patterned Square Pouf,25232356,Lend character and visual appeal to your living room while offering extra seating on game nights with this Wyndenhall Portia patterned square pouf. This pouf is constructed from cotton for durability and comfort.,"Casual, Pouf, Urban",Cotton,"Foot Stool, Pouf, Standard Ottoman",Blue,0.0
152,https://www.overstock.com/Home-Garden/Jonasson-Solid-Tan-Indoor-Outdoor-Pouf-18-X18-X18/21706155/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=152,"Jonasson Solid Tan Indoor/ Outdoor Pouf (18""X18""X18"")",27416197,"Featuring a durable polypropylene construction, this cube-shaped cushion proves perfect for weather-resistant use. In a rich tan hue, this versatile, woven accent boosts the comfort levels of stylish patios or sitting room settings.",Scandinavian,Polypropylene,"Pouf, Standard Ottoman",Tan,0.0
153,https://www.overstock.com/Home-Garden/Jennifer-Taylor-Stacy-Square-Storage-Vanity-Stool/10139037/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=153,Jennifer Taylor Stacy Square Storage Vanity Stool,17276161,"The Stacy collection by Jennifer Taylor Home aims to add some functional storage space to the entry way, living area or bedroom. The unique storage bench design features a removable and comfortable seat cushion. Crafted beautifully with a single hand tuft on the lid and pleated skirting, lifting the cover reveals an ample amount of storage space and organizational options.","Modern & Contemporary, Transitional","Fabric, Upholstered","Cocktail Ottoman, Foot Stool, Storage Cube",Grey,5.0
154,https://www.overstock.com/Home-Garden/WYNDENHALL-Grandville-Hand-Knit-Round-Pouf/19204559/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=154,WYNDENHALL Grandville Hand Knit Round Pouf,25232352,The casual and chic cotton hand knit pouf is a great alternative as an extra seat or a place to prop your feet. The Grandville Round Pouf is versatile and the perfect option for dressing up a family or kids room without taking up a lot of space. They are very light weight and portable so you can use them all over your house. Available in six colors.,"Casual, Pouf, Transitional",Cotton,"Foot Stool, Pouf, Standard Ottoman","Blue, Brown, Cream, Grey, Red",4.0
155,https://www.overstock.com/Home-Garden/MJL-Furniture-Eden-4-Button-Tufted-Square-Ottoman/10360871/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=155,MJL Furniture Eden 4 Button Tufted Square Ottoman,17468672,"Add an elegant accent to any room with this Eden 4 Button TuftedSquare Ottoman. This ottoman features a wooden frame covered with achic, patterned fabric that will stand out in your home. Perfectfor putting your feet up or as a seat by itself, this ottoman isdecorative and useful.","Bohemian & Eclectic, Modern & Contemporary","Fabric, Foam, Metal, Wood","Storage Cube, Storage Ottoman","Blue, Grey, Orange, Yellow",4.0
156,https://www.overstock.com/Home-Garden/Hodedah-Medium-Storage-Ottoman-with-Flip-over-Trays/10360346/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=156,Hodedah Medium Storage Ottoman with Flip over Trays,17468221,"Decorate your living room with this classic long storage ottoman. Featuring paired lids that flip over to become trays, this ottoman is an ideal coffee table, and it makes it easy to store cushions and throws.",Modern & Contemporary,"Faux Leather, Wood","Cocktail Ottoman, Foot Stool, Standard Ottoman, Storage Cube, Storage Ottoman","Black, Brown, Red",4.1
157,https://www.overstock.com/Home-Garden/Majestic-Home-Goods-Wales-Indoor-Ottoman-Pouf-Cube/11038190/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=157,Majestic Home Goods Wales Indoor Ottoman Pouf Cube,18051834,"Add style and color to your living room or indoor seating arrangement with Majestic Home Goods Small Cube Ottoman. This cube is perfect for use as a footstool, side table or as extra seating for guests. Woven from 95-percent polyester/5-percent linen that offers outstanding protection with 300/600 Waterproof Denier Base. The ottoman pouf cubes are eco-friendly filled with highly durable and comfortable polystyrene beads for long hours of sitting. Perfect convenient size for all indoor environments",Modern & Contemporary,Polyester Blend,"Pouf, Standard Ottoman","Blue, Grey, Off-White, Tan",3.5
158,https://www.overstock.com/Home-Garden/Safavieh-Pierre-Light-Blue-Black-and-Natural-Pouf/13342430/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=158,"Safavieh Pierre Light Blue, Black and Natural Pouf",20045008,"The creator of this contemporary square pouf was inspired by his extensive journeys through India and Central Asia. Adorned with a classic Ikat pattern, its ability to transform from end table to extra seating in a snap makes it a designer favorite.",Bohemian & Eclectic,"Foam, Linen, Polyester","Pouf, Standard Ottoman","Black, Blue, Natural",5.0
159,https://www.overstock.com/Home-Garden/Collins-Storage-Ottoman-Contemporary-Linen-or-Velvet-with-Casters/14690992/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=159,Collins Storage Ottoman Contemporary Linen or Velvet with Casters,21223733,"Our Collins linen ottoman adds a contemporary yet playful touch to your living room, bedroom or entryway. ",Modern & Contemporary,"Foam, Linen, Plywood, Velvet","Standard Ottoman, Storage Cube, Storage Ottoman","Black, Blue, Grey, Yellow",1.0
160,https://www.overstock.com/Home-Garden/Majestic-Home-Goods-Towers-Indoor-Outdoor-Ottoman-Pouf-16-L-x-16-W-x-17-H/11038163/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=160,"Majestic Home Goods Towers Indoor / Outdoor Ottoman Pouf 16"" L x 16"" W x 17"" H",18051829,"Add comfort and flare to any room with Majestic Home Goods Small Pouf Ottomans. These small poufs can be used as a foot stool, side table or as extra seating in your home or backyard. The removable zippered slipcover is woven from outdoor treated polyester with up to 1000 hours of U.V. protection. The small poufs are eco-friendly filled with environmentally friendly, highly durable and comfortable polystyrene beads for long hours of sitting. Perfect convenient size for all indoor and outdoor environments.",,Polyester,"Pouf, Standard Ottoman","Blue, Grey, Orange, Yellow",5.0
161,https://www.overstock.com/Home-Garden/Artists-Loom-Traditional-Indian-Pouf-24x24-x12-Set-of-2/13433095/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=161,"Artist's Loom Traditional Indian Pouf (24x24""x12) (Set of 2)",20125116,"Artist's Loom poufs are known for high quality construction. This pouf is hand-crafted in India and made from exotic beads, stones and cotton. This pouf provide great look and comes in multi colors may contains red, yellow, green, blue, orange and many more colors.","Country, Traditional",Cotton,"Cocktail Ottoman, Pouf, Standard Ottoman",Yellow,5.0
162,https://www.overstock.com/Home-Garden/Linon-Serena-Storage-Ottoman-Brown/11017131/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=162,Linon Serena Storage Ottoman - Brown,18033905,"Store your shoes in style with the Serena storage ottoman. This ottoman is perfect for storing all of your favorite shoes and other items such as linens or books. The top of the bench is upholstered in a brown fabric and accented with button tufting, and it lifts with the help of hinges. Place the Serena storage bench in your bedroom, entry way, or living room today, for all of your storage and seating needs.","Modern & Contemporary, Traditional","Fabric, Foam, Wood","Foot Stool, Storage Cube","Black, Brown",4.5
163,https://www.overstock.com/Home-Garden/2-Tone-16-Grey-Cotton-Rope-Pouf/9828257/product.html?refccid=UDMZAR3LVGLLMOSJLTNG6Q2LBE&searchidx=163,"2-Tone 16"" Grey Cotton Rope Pouf",16992417,"Knit is it! Casual and chic cotton knitted pouf is a great alternative as an extra seat or a place to prop your feet. This versatile accent is the perfect option for dressing up a family or kids room without taking up taking up a lot of space or budget. The soft, hand knitted two tone grey and white cotton shell is generously stuffed with plush foam ball filling that result in a sturdy, yet comfortable nesting spot. Floor poufs increase the comfort factor of any space. Measures 18x18x16",Modern & Contemporary,Cotton,"Foot Stool, Pouf","Grey, White",4.3
