,page_link,product_name,item_no,description,style,material,type_class,color,rating
405,https://www.overstock.com/Home-Garden/Luca-Home-Anthony-Brown-Microfiber-Tufted-Armchair/16644935/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=405,Luca Home Anthony Brown Microfiber Tufted Armchair,22968004,"Infuse ornate style into your formal living room or home office with this Lucas Home armchair. Plush microfiber upholstery provides superior comfort, and the bun-style feet and Greek-inspired embellishments give this chair a Mediterranean look.",Modern & Contemporary,Microfiber,Arm Chairs,Brown,0.0
406,https://www.overstock.com/Home-Garden/Upholstered-Chair-Dark-Blue-BJARN/18233941/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=406,Upholstered Chair Dark Blue BJARN,24373652,"Modern armchair in a simple form that blends well with contemporary, Scandinavian or vintage home décor. Designed with angled legs and covered with wear-resistant upholstery in dark tone of blue for a clean look. The high backrest smoothly connected with profiled, curved armrests and pleasantly padded seat provide the utter comfort of sitting.  ",Modern & Contemporary,Polyester,"Accent Chairs, Arm Chairs",Blue,0.0
407,https://www.overstock.com/Home-Garden/Tufted-Armchair-Red-ALESUND/18234009/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=407,Tufted Armchair Red ALESUND,24373679,"The comfy armchair will draw your attention to any interior. The wide, softly padded seat ensures the highest comfort of seating experience. The upholstered chair is covered with a top-notch, red polyester and has a classic button decoration on the backrest for yet more sophisticated look. The front, narrow legs are beautifully rounded, while the back legs are smooth and slightly leaned. Create a comfortable yet elegant atmosphere in each and every room with this classic piece.  ",Modern & Contemporary,,Arm Chairs,Red,0.0
408,https://www.overstock.com/Home-Garden/Modern-Wood-and-Blue-Fabric-Cushioned-Armchair/19559705/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=408,Modern Wood and Blue Fabric Cushioned Armchair,25546071,"Give your family room, office or receiving area a stunning accent with this blue cushioned armchair from Studio 350. Crafted from high-quality wood and polyester fabric materials, it features a square backrest and seat, tufted back pillow and rounded armrests. Purchase this charming armchair to add a touch of modern glamour to your living space! Style it with a matching plush area rug to create a relaxing oasis.",Modern & Contemporary,Rubberwood,Arm Chairs,Green,0.0
409,https://www.overstock.com/Home-Garden/Sunpan-5West-Cathedral-Grey-Armchair/9086992/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=409,Sunpan '5West' Cathedral Grey Armchair,16276940,This European designed armchair in portsmouth grey hue features a deep comfortable seat and two pillows. The square arms are detailed with a double row of silver nail head giving it contemporary elegance.,Modern & Contemporary,Fabric,Arm Chairs,Grey,0.0
410,https://www.overstock.com/Home-Garden/Madison-Park-Emery-Shaped-Barrel-Arm-Chair-Brown/10838234/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=410,Madison Park Emery Shaped Barrel Arm Chair--Brown,17880184,"Add style and comfort to any room in the home, designed for stylish comfort and the efficiency to best utilize space, this shaped barrel armchair maximizes sitting space.",Modern & Contemporary,"Faux Leather, Foam, Wood","Accent Chairs, Arm Chairs",Brown,0.0
411,https://www.overstock.com/Home-Garden/Middleton-Genuine-Top-Grain-Leather-Nailhead-Trimmed-Armchair/14220313/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=411,Middleton Genuine Top Grain Leather Nailhead Trimmed Armchair,20812790,"With 100 percent genuine top grain leather, plush comfortable seating, and detailed welting, the Middleton armchair is a transitional design with nailhead trim which complements a variety of home styles. The Middleton is available in your choice of top grain leather color, ensuring for a perfect addition to any room. This quality custom leather armchair is handcrafted using the finest materials.","Southwestern, Traditional","Foam, Leather, Wood","Accent Chairs, Arm Chairs, Club Chairs","Black, Brown, Cream, Grey, Red, White",0.0
412,https://www.overstock.com/Home-Garden/Garnell-Armchair/19475582/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=412,Garnell Armchair,25473669,"Refresh your home with a modern piece, and even some color! The wood framework is stylized to create a modern appeal to pair with any decor. The foam padding within the seat and back cushion ensure hours of support and comfort while enhancing the plush appearance.",,Wood,Arm Chairs,Brown,0.0
413,https://www.overstock.com/Home-Garden/Sunpan-Wales-Ink-Blue-Armchair/11853829/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=413,Sunpan Wales Ink Blue Armchair,18754930,"Available in a navy ink blue velvet-like fabric, this contemporary armchair from the Sunpan Club Collection features an oversized seat and armrests. It sits comfortably with an adjustable headrest on a polished stainless steel frame.","Americana, Modern & Contemporary","Fabric, Steel, Wood",Living Room Chairs,Blue,0.0
414,https://www.overstock.com/Home-Garden/Egg-Light-Brown-Fabric-Armchair/8066809/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=414,Egg Light Brown Fabric Armchair,15422488,"The Egg Fabric Armchair offers a classic design from the sixties that will create a modern atmosphere inside your home. This armchair offers clean, contemporary lines that dominate the design making it ideal for lounging, daydreaming or reading.",Modern & Contemporary,"Fabric, Foam, Metal, Steel, Wood",Arm Chairs,White,1.0
415,https://www.overstock.com/Home-Garden/Madison-Park-Emery-Red-Barrel-Arm-Chair/10838230/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=415,Madison Park Emery Red Barrel Arm Chair,17880182,"Add style and comfort to any room in the home, designed for stylish comfort and the efficiency to best utilize space, this barrel armchair maximizes sitting space..",Modern & Contemporary,"Faux Leather, Foam, Wood","Accent Chairs, Arm Chairs",Red,0.0
416,https://www.overstock.com/Home-Garden/Sunpan-5West-Clarkson-Bonded-Leather-Armchair/9219399/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=416,Sunpan '5West' Clarkson Bonded Leather Armchair,16388180,This classically designed armchair features button tufting and a decorative square brass ring on the back. The gorgeous bonded leather and espresso finished legs make for a living room essential.,Modern & Contemporary,"Bonded Leather, Wood",Arm Chairs,"Grey, Off-White",0.0
417,https://www.overstock.com/Home-Garden/Classic-Chesterfield-Faux-Leather-Armchair-Accent-Chair-Tufted-Scroll-Arm/17628393/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=417,"Classic Chesterfield Faux Leather Armchair Accent Chair, Tufted Scroll Arm",23843104,"Large, comfortable tufted faux leather armchair, the perfect accent chair for your reading nook or living room. Upholstered in comfortable and durable faux leather with dark wooden victorian style legs to provide a more plush and sophisticated look. This accent chair also has a unique gold nailhead side trim and high density foam seat cushion for extra comfort, making this an ideal piece for your home office. Available in colors black and white to best fit your home decor - Some assembly required, all hardware and instructions included.",Mid-Century Modern,Faux Leather,Arm Chairs,"Black, White",0.0
418,https://www.overstock.com/Home-Garden/Barnes-Decoupage-Arm-Chair/17909769/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=418,Barnes Decoupage Arm Chair,24092309,"A bold graphic pattern inspired by graffiti brings an urban edge to the new Barnes Decoupage Armchair from Lazzaro Leather. Every inch of this stylish seat is packed with pizazz, from the sloping arms rimmed with oversized nailhead trim to the luxurious diamond-tufted seat and headrest, available in Dark Chocolate and Buckeye leather",Urban,Leather,Accent Chairs,Brown,0.0
419,https://www.overstock.com/Home-Garden/LeisureMod-Luray-Black-Leather-Swivel-Lounge-Accent-Side-Armchair/10470165/product.html?refccid=5JO5WDPKCAFLDESAWOZ2I4REU4&searchidx=419,LeisureMod Luray Black Leather Swivel Lounge Accent Side Armchair,17560520,Features:,"Mid-Century Modern, Modern & Contemporary","Aluminum, Leather","Accent Chairs, Arm Chairs",Black,0.0
420,https://www.overstock.com/Home-Garden/Modern-Wood-and-Cotton-Gray-Cushioned-Armchair/19559702/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=420,Modern Wood and Cotton Gray Cushioned Armchair,25546069,"Accentuate your living room with this lovely cushioned armchair from Studio 350. Crafted from wood, veneer and cotton fabric, this armchair features a gray-finished back frame and seat supported by four round light brown tapered legs. Its minimalist look makes it a perfect addition to homes and spaces with modern themes and styles. Purchase this stylish armchair at a price that won't hurt your pocket!",Modern & Contemporary,Rubberwood,Arm Chairs,Red,0.0
421,https://www.overstock.com/Home-Garden/Hadley-Chair/18271767/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=421,Hadley Chair,24406305,A modern slope arm distinguishes itself by the cut out on the ends of the arms. A stylish frame with a banded base and tapered feet have the look of expense. Off-white chenille body fabric is 100 % polyester and cleans easily with soap and water.,Transitional,Fabric,Arm Chairs,Cream,0.0
422,https://www.overstock.com/Home-Garden/Boerner-Armchair/19470357/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=422,Boerner Armchair,25469116,"Comfort and beauty comes hand in hand in this low seat accent chair. Back and seat are in espresso leatherette, while the hand-carved look in the legs are finished in antique dark cherry finish.",Traditional,Wood,Arm Chairs,Brown,0.0
423,https://www.overstock.com/Home-Garden/Samuel-Armchair/19469174/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=423,Samuel Armchair,25468138,"Finished in antique oak, this accent chair is complemented with a stunning padded fabric seat with rustic pattern and frame with a hand-carved look.It features solid wood and antique oak finish.",Traditional,Wood,Arm Chairs,Brown,0.0
424,https://www.overstock.com/Home-Garden/Made-to-Order-Columbia-Genuine-Top-Grain-Leather-Arm-Chair/14139493/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=424,Made to Order Columbia Genuine Top Grain Leather Arm Chair,20742704,"With 100 percent genuine top grain leather, plush comfortable seating, and detailed french stitching, the Columbia armchair is a casual design which compliments a variety of home styles. The Columbia is available in your choice of top grain leather color, ensuring for a perfect addition to any room. This quality custom leather armchair is handcrafted using the finest materials.","Casual, Transitional","Foam, Leather, Wood","Accent Chairs, Arm Chairs, Club Chairs","Black, Brown, Cream, Grey, Red, White",0.0
425,https://www.overstock.com/Home-Garden/Beacon-Genuine-Top-Grain-Leather-Bustle-Back-Nailhead-Trimmed-Armchair/14221384/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=425,Beacon Genuine Top Grain Leather Bustle Back Nailhead Trimmed Armchair,20813733,"With 100 percent genuine top grain leather, plush comfortable seating, and detailed french stitching, the Beacon Bustle Back armchair is a transitional design with rolled arms and nailhead trim which complements a variety of home styles. The Beacon is available in your choice of top grain leather color, ensuring for a perfect addition to any room. This quality custom leather armchair is handcrafted using the finest materials.","Casual, Traditional, Transitional","Foam, Leather, Wood","Accent Chairs, Arm Chairs, Club Chairs","Black, Brown, Cream, Grey, Red, White",0.0
426,https://www.overstock.com/Home-Garden/Millbury-Genuine-Top-Grain-Leather-Nailhead-Trimmed-Armchair/14277003/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=426,Millbury Genuine Top Grain Leather Nailhead Trimmed Armchair,20862543,"With 100 percent genuine top grain leather, plush comfortable seating, and detailed welting, the Millbury armchair is a transitional design with nailhead trim which compliments a variety of home styles. The Millbury is available in your choice of top grain leather color, ensuring for a perfect addition to any room. This quality custom leather armchair is handcraftedusing the finest materials.","Southwestern, Traditional","Foam, Leather, Wood",Accent Chairs,"Black, Brown, Cream, Grey, Red, White",0.0
427,https://www.overstock.com/Home-Garden/Sunpan-Clevelander-Giotto-Navy-Fabric-Armchair/13152581/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=427,Sunpan Clevelander Giotto Navy Fabric Armchair,19879290,"Combine luxurious comfort and a simple, modern appeal with this Clevelander armchair, featuring Giotto navy velvet-like seat cushions for a relaxing seat and a stainless steel frame for stability. This armchair comes assembled for easy setup.",Modern & Contemporary,Fabric,Arm Chairs,Blue,0.0
428,https://www.overstock.com/Home-Garden/Bentley-Tufted-Armchair/19569363/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=428,Bentley Tufted Armchair,25554589,"Perfectly plush. Sink into this sumptuous velvet tufted chair and let the world fall away. Every square inch is luxuriously cushioned with deep button-tufted detail for softness you can feel simply by looking at it. The uniform height of the back and armrests will surround you, creating an irresistibly cozy nook perfect for reading or relaxing. Accent with the matching Bentley Loveseat and Ottoman for a truly serene retreat. Features: • All-over velvet upholstery is enticingly soft • Built-in back cushioning for effortless comfort • Solid wood frame • Available in Blue and Grey",Vintage,Velvet,Accent Chairs,"Blue, Grey",0.0
429,https://www.overstock.com/Home-Garden/Tufted-Armchair-Gray-MELBY/18233998/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=429,Tufted Armchair Gray MELBY,24373678,"This armchair will brighten up any conversation area. It features a thickly padded cushion perfectly complemented by rounded armrests. Backrest and seat design ensure utter comfort. Buttons on the backrest are an eye-catching decorative accent. This gray club chair will make a great addition to your home or workplace - use it for reading or as a secondary seat, in a winter garden or a lounge, anyplace where a comfortable seat is needed.  ","Modern, Modern & Contemporary",Polyester,"Arm Chairs, armchairs",Grey,0.0
430,https://www.overstock.com/Home-Garden/Armen-Living-Everly-Contemporary-Chair-in-Genuine-Black-Leather/19556341/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=430,Armen Living Everly Contemporary Chair in Genuine Black Leather,25543088,"The Armen Living Everly contemporary genuine leather sofa chair features a cutting edge design that is certain to enhance the beauty of any modern household. A wonderful choice for the living room, the Everly chair brings you the sophistication of genuine cowhide leather supported by plush Dacron padding to prevent wrinkles and cracks through prolonged use. The Everly's style is unique, featuring a traditional appearance accented by contemporary brushed stainless steel legs. The structure of the Everly was created specifically to provide an exceptional degree of comfort in a fashion forward package. The Everly chair is ideal when paired with the Everly sofa and loveseat. Available in your choice of rich black or elegant dove grey leather.","Casual, Modern & Contemporary","Leather, Stainless Steel",Arm Chairs,Black,0.0
431,https://www.overstock.com/Home-Garden/Black-Fabric-Modern-Arm-Chair/9243406/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=431,Black Fabric Modern Arm Chair,16409538,Add a sense of contemporary style to your home's decor with this innovative chair. Rounded and supple padded bubbles filled with flame resistant polyurethane foam with antibacterial properties add comfort to the body while sitting; and a natural curvature wave of the arms hug the shoulders and back so that you ease into the chair.,Modern & Contemporary,"Fabric, Metal, Steel, Wood","Accent Chairs, Arm Chairs",Black,0.0
432,https://www.overstock.com/Home-Garden/Classic-Accent-Chair-Living-Room-Armchair-Tufted-in-Linen-Upholstery/17628432/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=432,Classic Accent Chair Living Room Armchair Tufted in Linen Upholstery,23843106,"Large and comfortable tufted linen fabric armchair, the perfect accent chair for your reading nook or living room. Upholstered in soft and durable linen fabric with button details along with dark wooden victorian style legs to provide a more plush and sophisticated look. This piece also has a unique gold nailhead side trim and high density foam seat cushion for extra comfort. Available in 2 rich colors to best fit your home decor - Some assembly required, all hardware and instructions included.",Mid-Century Modern,Linen,Arm Chairs,"Beige, Grey",0.0
433,https://www.overstock.com/Home-Garden/Lazzaro-Leather-Tranquility-Grey-Stripe-Chair/14999000/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=433,Lazzaro Leather Tranquility Grey Stripe Chair,21498539,The Tranquility Chair features sleek stainless steel legs and bold grey stripe fabric,Modern & Contemporary,"Foam, Leather, Metal",Dining Chairs,Multi,0.0
434,https://www.overstock.com/Home-Garden/Esquire-Accent-Armchair/19569345/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=434,Esquire Accent Armchair,25554593,"Designed with simple, unassuming comfort and charm, you will love this plush Esquire accent chair. The chenille fabric and multiple padded cushions will help you to relax while you read your favorite book, watch your favorite film, or catch up with an old friend. Available in two upholstery colors, Charcoal or Fawn, to best fit your stylish home. ",Modern & Contemporary,Chenille,Arm Chairs,"Brown, Grey",0.0
435,https://www.overstock.com/Home-Garden/Tufted-Accent-Chair-Gray-MOTALA/13433493/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=435,Tufted Accent Chair Gray MOTALA,20125465,The armchair will complete your living space with its exceptional retro design. This upholstered armchair introduces exquisite style to any room without sacrificing the comfort. Light legs crafted from oak wood guarantee the exceptional stability of the settee. Decorative buttons on the backrest are an absolute hit. The armchair timeless design will introduce refined style into any interior while its comfortable backrest invites you to sit down and relax.,Flared Arms,"Polyester, Wood",Arm Chairs,"Beige, Blue, Brown, Grey",0.0
436,https://www.overstock.com/Home-Garden/Garcia-Beige-Hand-tufted-Rolled-Armchair/12033208/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=436,Garcia Beige Hand-tufted Rolled Armchair,18905648,"Treat yourself to a luxurious, relaxing spot with this rolled armchair that features a padded back and plush, removable cushions. The chair has button tuft detail, bun legs, and rolled arms for a pleasant design, and the hardwood frame is sturdy to offer adequate support.",Modern & Contemporary,"Foam, Linen, Wood",Arm Chairs,"Beige, Black, Purple, Red, White",0.0
437,https://www.overstock.com/Home-Garden/Fabric-Armchair-Beige-ROSKILDE/18233963/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=437,Fabric Armchair Beige ROSKILDE,24373653,"This armchair is a distinguished combination. Elegant, but at the same time, a charming design will change the nature of your place. Chesterfield style backrest structure sure gives the armchair an individual personality. Moreover, the armchair is throughout comfortable. High-quality upholstery in warm beige color ensures the maximum of comfort. The armchair will surely bring a lot of elegance into your interior.  ",Modern & Contemporary,Fabric,Arm Chairs,Beige,0.0
438,https://www.overstock.com/Home-Garden/Made-to-Order-Hanson-Genuine-Top-Grain-Leather-Armchair/14139444/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=438,Made to Order Hanson Genuine Top Grain Leather Armchair,20742698,"With 100 percent genuine top grain leather, plush comfortable seating, and detailed french stitching, the Hanson armchair is a casual design which compliments a variety of home styles. The Hanson is available in your choice of top grain leather color, ensuring for a perfect addition to any room. This quality custom leather armchair is handcrafted using the finest materials.",Mid-Century Modern,"Foam, Leather, Wood","Accent Chairs, Arm Chairs, Club Chairs","Black, Brown, Cream, Grey, Red, White",0.0
439,https://www.overstock.com/Home-Garden/LeisureMod-Luray-Red-Wool-Swivel-Lounge-Accent-Side-Armchair/10470153/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=439,LeisureMod Luray Red Wool Swivel Lounge Accent Side Armchair,17560516,  Features:,"Mid-Century Modern, Modern & Contemporary","Aluminum, Wool","Accent Chairs, Arm Chairs",Red,0.0
440,https://www.overstock.com/Home-Garden/Monarch-Brown-Bonded-Leather-Match-Armchair/10701935/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=440,Monarch Brown Bonded Leather-Match Armchair,17762562,"Give your living room a modern look with this gorgeous armchair, featuring a brown bonded leather-match upholstery. The chair is beautifully tailored with tufting on the side and a comfortable cushioning so you can feel as great as the chair looks. Its contemporary design and sleek metal feet gives the chair an elegant and welcoming touch.",Modern & Contemporary,"Bonded Leather, Metal",Arm Chairs,Brown,0.0
441,https://www.overstock.com/Home-Garden/Lola-Curved-Chair/20816492/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=441,Lola Curved Chair,26631499,   Compliment your writing desk or parlor seating ensemble with this chic upholstered armchair.  The hued fabric adds modern flare and function. Deep seating and curved arms make this piece as comfortable as it is beautiful. Great quality and modern appeal is the hallmark of the contemporary lounge chair.,Modern & Contemporary,Fabric,"Accent Chairs, Desk Chairs, Lounge Chairs","Blue, Grey",0.0
442,https://www.overstock.com/Home-Garden/Sunpan-Soho-Hannigan-Pewter-Fabric-Armchair/11764106/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=442,Sunpan Soho Hannigan Pewter Fabric Armchair,18677886,"Available in grey, this chair has a sturdy fabric and stainless steel/ wood construction. An exposed, stainless steel T-shaped frame defines this armchair from our Club Collection. Stocked in black, grey, peanut and white bonded leather with CA foam. Sits beautifully from all angles.",Modern & Contemporary,"Fabric, Metal, Steel, Wood",Arm Chairs,Grey,0.0
443,https://www.overstock.com/Home-Garden/Club-Keaton-Marble-Fabric-Armchair/19858549/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=443,Club Keaton Marble Fabric Armchair,25787970,This deep set armchair is a perfect fit for our Club Collection. Surrounded by a polished stainless steel frame and stocked in our stunning hemingway marble fabric. A great piece for contemporary environments.,Modern & Contemporary,Fabric,"Arm Chairs, Club Chairs",Off-White,0.0
444,https://www.overstock.com/Home-Garden/Aristocrat-Accent-Armchair/19569357/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=444,Aristocrat Accent Armchair,25554598,"Quietly luxurious. Versatile and elegant, this accent chair will subtly elevate the ambiance in any room. The pedestal-style design is reminiscent of the powerful presence of classic baroque armchairs, yet modernized with clean, unadorned lines. The look is decidedly couture. An ultra-deep seat cushion beckons you to sit, while the soft chenille upholstery ensures utmost comfort. Individual antique brass nailhead trim gives it a timeless quality that works with any decor. Features: • Crafted of solid birch wood in rich walnut finish • Allover soft chenille upholstery • Timeless individual antique brass-tone nailhead trim • Deep, extra-plush seat cushion • Available in Cream and Blue",Modern & Contemporary,Chenille,Accent Chairs,"Blue, Cream",0.0
445,https://www.overstock.com/Home-Garden/Stone-Armchair/19569349/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=445,Stone Armchair,25554587,"Exquisitely balanced. All austere simplicity, this extraordinary piece distills the armchair into its most essential concept. With single-piece cushions and seamless integrated padding, the commanding minimalistic design is tempered by its subtle organic curves and mellow neutral color. The powerful lack of adornment creates a look that is versatile and iconic, effortlessly elevating your space while maintaining balance and harmony with your decor. To round out your living room set, combine with the matching Stone Loveseat and Stone Sofa. Features: • Solid ash wood frame in light natural finish • Upholstered in linen weave for perfect mix of durability and softness • Extra-plush seat cushion and padded tight-back design offer effortless comfort • Available in Grey",Mid-Century Modern,Wood,Accent Chairs,Grey,0.0
446,https://www.overstock.com/Home-Garden/Fredrika-Armchair/19459679/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=446,Fredrika Armchair,25459752,"Elegant and classy, this comfortable accent chair features a button tufted backrest with side nailhead trim. Dense cushions upholstered in linen-like upholstery provide great comfort without sacrificing style.",,Wood,Accent Chairs,Off-White,0.0
447,https://www.overstock.com/Home-Garden/Sunpan-Auberge-Grey-Fabric-Armchair/9400648/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=447,Sunpan Auberge Grey Fabric Armchair,16589137,This armchair is defined by a sculpted high back and contoured arms. Six buttons on the seat back bespeak a tailored look.,Traditional,Fabric,Arm Chairs,"Black, Blue, Grey",0.0
448,https://www.overstock.com/Home-Garden/Coronado-Armchair/20464013/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=448,Coronado Armchair,26323393,"Relax while waiting or meeting with friends with this Coronado armchair. This armchair has linen-blend upholstery over soft cushions for comfort, and an oak frame lends strength and durability.",Modern & Contemporary,Oak,Accent Chairs,Multi,0.0
449,https://www.overstock.com/Home-Garden/Modern-Cowhide-Armchair-ULLA-in-Black-White-with-Silvered-Base/21018203/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=449,Modern Cowhide Armchair ULLA in Black & White with Silvered Base,26808863,"Lend an eclectic air to your room with this black and white cowhide armchair ULLA. Simply constructed, with a metal base, this chair fits anywhere and offers firm comfort.",Western,Leather,Arm Chairs,Multi,0.0
450,https://www.overstock.com/Home-Garden/LYKE-Home-Grey-Faux-Leather-Chair/20717319/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=450,LYKE Home Grey Faux Leather Chair,26544764,"Attractive contemporary style and plush cushioning are the showcase features of this armchair from LYKE Home. Shown here in a chic and sophisticated gray faux leather, the graceful lines of this armchair combine the classic appeal of leather-look design with a modern aesthetic to create comfy, cozy and affordable seating. This piece includes deeply padded seat and back cushions which provide maximum support and relaxation. Outstanding features include tufted design on seat and back cushions along with ultra-padded pillow top arm rest and chiseled legs, which together enhance the attractive and exciting look and feel of this furniture. Another stand-out feature of this armchair is the KD breakdown, with removable back and arms, making this chair ultra-flexible and convenient for e-z delivery and enabling this seating to easily fit most room dimensions/area constraints. Quality craftsmanship in every detail ensures durability and long-lasting wear. Enhance the appeal of your seating area and provide your family and friends with years of comfortable and relaxing style with this charming armchair, the perfect choice for all your home furnishing needs. Assembly required.",Pillow Top Arms,Faux Leather,Arm Chairs,Grey,0.0
451,https://www.overstock.com/Home-Garden/Aubrey-Chair/18271765/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=451,Aubrey Chair,24406302,A pleated arm never tires of interest. This frame consists of a banded base and bun foot. Body fabric is 100 % polyester woven with Never Fear treatment in a smoky cocoa color and has a linen-like pattern in the background.,Transitional,Fabric,Arm Chairs,Grey,0.0
452,https://www.overstock.com/Home-Garden/Pasargad-Victoria-Collecion-Navy-Velvet-Armchair/11820432/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=452,Pasargad Victoria Collecion Navy Velvet Armchair,18726385,"Covered in soft tufted velvet, this attractive armchair features rolled arms, sturdy wooden frame and an elegant nail head trim. It's wood frame provides durability, and a sturdy base with sinus spring system.",Traditional,Velvet,"Accent Chairs, Arm Chairs",Blue,0.0
453,https://www.overstock.com/Home-Garden/Traditional-Wood-and-Fabric-Gray-Tufted-Cushioned-Armchair/19559631/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=453,Traditional Wood and Fabric Gray Tufted Cushioned Armchair,25545963,"Conquer crosswords or relax with a good book on warm afternoons perched in this traditional grey tufted armchair. This cushioned chair has a wooden frame, offering structural durability and robustness.",Modern & Contemporary,Foam,Arm Chairs,Grey,0.0
454,https://www.overstock.com/Home-Garden/Emerald-Home-Marquis-Walnut-Armchair/12754032/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=454,Emerald Home Marquis Walnut Armchair,19530291,"The Marquis sectional collection features: casual, contemporary styling; fixed seat and back cushions; beautifully detailed stitching on straight arms; and deep luxurious seating. The Marquis features brown wood legs and covered in three colors, easy-to-clean polyurethane covers. Chestnut, Grey and Walnut. Sitting comfort and support comes from pocketed coil seat cushions.",Casual,"Polyurethane, Wood",Accent Chairs,Brown,0.0
455,https://www.overstock.com/Home-Garden/Duchess-Upholstered-Armchair/18094060/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=455,Duchess Upholstered Armchair,24252196,"""End the rule of unjust sovereignties that wage a useless war for your interiors. Duchess leaves the would be heiress of holistic furnishings in the dust, with a design that rivals any competitor. Duchess is heralded with deeply tufted buttons, plush cushions and armrests that convey that perfect air of nobility. The solid wood legs come with plastic glides to prevent floor scratching, and the fine fabric upholstery leaves the recipients feeling richly rewarded.",Modern & Contemporary,Fabric,Arm Chairs,"Beige, Green",0.0
456,https://www.overstock.com/Home-Garden/Design-Toscano-Victoria-Armchair/20455407/product.html?refccid=VK4BJ2M5EJYICASCJP5H7Z6HEY&searchidx=456,Design Toscano Victoria Armchair,26315799,"The relaxed, deep-seated comfort of this Victorian armchair recalls a simpler time when one took tea and stopped to chat with a friend. We can see why one would be tempted when we note the extravagant hand-carved scalloped crest and scrolled arms. Padded arm rests complement a balloon back and a wide seat, all upholstered in a welted, lovely tone-on-tone blue damask upholstery. This Design Toscano exclusive has a sturdy solid hardwood frame from its stately turned legs to its keynote shell crown. Our Victorian beauty is great in pairs flanking a fireplace, showcasing a favorite picture window or gracing a reading nook. Simple assembly required.31""Wx31½""Dx45½""H. 34 lbs.",Victorian,Wood,,Brown,0.0
