,page_link,product_name,item_no,description,style,material,type_class,color,rating
0,https://www.overstock.com/Home-Garden/Meena-Buttoned-Mid-Century-Modern-Fabric-Club-Chair-by-Christopher-Knight-Home/17019627/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=0,Meena Buttoned Mid Century Modern Fabric Club Chair by Christopher Knight Home,23299271,"This plush, bucket-shaped armchair offers a soft and inviting place from which to kick up your feet and relax. Combining mid century modern elegance with the most comfortable and durable of materials, this is a wonderful addition to any home, and one sure to elicit complements from visitors.","Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Blue, Grey, Orange, Purple",4.3
1,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Wooden-Leg-Mid-century-Armchair/8768254/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=1,Palm Canyon Chorro Wooden Leg Mid-century Armchair,16009691,"Give your decor a chic retro flair with this armchair. Featuring tapered wooden legs, button tufting, and fabric upholstery in a range of color options, the armchair lends a mid-century touch of style to any decor. Thick foam-filled cushions ensure lasting comfort.","Mid-Century Modern, Modern & Contemporary","Fabric, Upholstered, Wood",Arm Chairs,"Beige, Blue, Brown, Green, Grey, Red, White, Yellow",4.5
2,https://www.overstock.com/Home-Garden/Brice-Vintage-Scroll-Arm-Studded-Fabric-Club-Chair-by-Christopher-Knight-Home/18122422/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=2,Brice Vintage Scroll Arm Studded Fabric Club Chair by Christopher Knight Home,24276411,"A real showstopper, this beautifully upholstered armchair will place you and your guests in the lap of luxury. Crafted from the highest quality materials to exacting standards, this is a piece you will treasure for years to come.","Modern & Contemporary, Traditional","Fabric, Polyester, Wood",Club Chairs,"Blue, Brown, Grey, Red",4.1
3,https://www.overstock.com/Home-Garden/Stones-Stripes-Sophie-Floral-Accent-Chair/20254023/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=3,Stones & Stripes Sophie Floral Accent Chair,20254023,"This Sophie armchair from Stones & Stripes is ideal for someone looking to brighten up their home with a cool, bohemian floral pattern. Purple, pink, blue, and cream colors come together to give your space a shot of energy and give you a comfortable place to sit and rest. Add a colorful throw or some accent pillows to really change up the look of your room. ",Bohemian & Eclectic,Wood,Accent Chairs,White,4.4
4,https://www.overstock.com/Home-Garden/Clay-Alder-Home-Alvord-Dana-Orange-Medallion-Arm-Chair/20255030/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=4,Clay Alder Home Alvord Dana Orange Medallion Arm Chair,20255030,"This armchair from Clay Alder features independently-wrapped pocket coils and fiber filling to provide firm, comfortable support. The classically shaped chair is upholstered in bright orange and white polyester, giving this piece transitional style. A dark espresso finish graces the legs of the chair and offers a perfect contrast to the light upholstery. ",Round Arms,Polyester Blend,"Accent Chairs, Arm Chairs, Club Chairs","Cream, Orange",4.3
5,https://www.overstock.com/Home-Garden/Laird-Winged-Tufted-Studded-Fabric-Club-Chair-by-Christopher-Knight-Home/17717023/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=5,Laird Winged Tufted Studded Fabric Club Chair by Christopher Knight Home,23921728,"This antique-styled armchair brings an unmistakable dignity to any living room. The tufted back and decorative trim give it the feel of a real period piece. Constructed to the highest quality standards, this piece will last long enough to become a part of the family.","Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Beige, Blue, Grey",3.6
6,https://www.overstock.com/Home-Garden/Oliver-James-Allington-Button-tufted-Armchair-Set-of-2/12755289/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=6,Oliver & James Allington Button-tufted Armchair (Set of 2),19531335,"Create a cohesive, contemporary seating area with the help of these Allington armchairs. Featuring rounded backs and smooth polyester upholstery, each rubberwood chair is padded with high-density foam for ultimate comfort. Choose from four fabric colors, that are all accented with classic button tufting for depth.","Contemporary, Mid-Century, Modern","Fabric, Plastic, Polyester, Rubberwood","Accent Chairs, Arm Chairs, Sets","Beige, Grey, Off-White",4.5
7,https://www.overstock.com/Home-Garden/Handy-Living-Taupe-grey-Linen-Swivel-Glider-Square-back-Armchair-and-Ottoman/18680098/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=7,Handy Living Taupe-grey Linen Swivel Glider Square-back Armchair and Ottoman,24772703,"Relax in style with this armchair and ottoman set from Handy Living. Designed with a matching ottoman, this chair is constructed with a mixed hardwood frame for durability, and the neutral taupe hue blends well with your current decor.","Traditional, Transitional",Foam,Glider and Ottoman Set,Taupe,4.3
8,https://www.overstock.com/Home-Garden/Handy-Living-Mira-Summer-Aqua-Blue-Stripe-Arm-Chair-and-Ottoman/8224235/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=8,Handy Living Mira Summer Aqua Blue Stripe Arm Chair and Ottoman,15554863,"Comfort and style is what you'll find with this quality upholstered armchair. A welcome addition to a living room or tucked in the corner of a bedroom, this chair is perfect for small spaces. The upholstered ottoman gives your feet a place to rest, making this striped armchair a must have.",Transitional,"Fabric, Polyester","Arm Chairs, Chair & Ottoman Sets, Club Chairs","Blue, Brown, Cream",4.4
9,https://www.overstock.com/Home-Garden/Abbyson-Tuscan-Top-Grain-Leather-Chesterfield-Armchair/8230102/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=9,Abbyson Tuscan Top Grain Leather Chesterfield Armchair,15559673,"Add style and sophistication to your living area with this attractive armchair from Abbyson. This armchair is constructed from top grain leather and kiln-dried wood. It features tufted back cushions and hand-stitched details. By adding the matching chair, you can create an envious look for your home.",Traditional,"Foam, Leather, Wood",Arm Chairs,"Blue, Brown, Burgundy, Taupe",4.6
10,https://www.overstock.com/Home-Garden/Abbyson-Richfield-Top-Grain-Leather-Armchair/12322013/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=10,Abbyson Richfield Top Grain Leather Armchair,19154648,"Emphasizing comfort and style, this armchair features top-grain brown leather upon a kiln-dried hardwood frame for durability and sturdiness. The 2.2 high-density plus foam crates a coziness beyond compare, while the brass toned nailhead trim ensures it giving any room a touch of comfortable luxury. No matter your decor, this chair will enhance it effortlessly.",Traditional,"Foam, Leather, Wood",Arm Chairs,Brown,4.5
11,https://www.overstock.com/Home-Garden/Boden-Tufted-Modern-Deco-Velvet-Armchair-by-Christopher-Knight-Home/17292693/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=11,Boden Tufted Modern Deco Velvet Armchair by Christopher Knight Home,23542302,"This modern, mid-century arm chair is a wonderful way to accent your currently decor. Place it in your living room to complement your mid-century decor or place it in your bedroom as an accent chair. The uses for this chair are endless. Its extra plush, tufted seat guarantees comfort and its style will never fade.","Mid-Century Modern, Modern & Contemporary","Fabric, Velvet, Wood","Arm Chairs, Club Chairs","Black, Blue, Green, Grey, Red, Silver",4.8
12,https://www.overstock.com/Home-Garden/Stones-Stripes-Tiburon-Grasshopper-Green-Arm-Chair/6349146/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=12,Stones & Stripes Tiburon Grasshopper Green Arm Chair,6349146,"This unique 'grasshopper' green armchair has a pattern of circles whimsically drawn in peach, cream, and dark green and an elegant cord trim, this upholstered armchair works great as an accent piece in your living room or other space.","Modern & Contemporary, Transitional","Fabric, Foam, Wood","Accent Chairs, Arm Chairs","Green, Multi",4.4
13,https://www.overstock.com/Home-Garden/Abbyson-Madison-Burgundy-Top-grain-Leather-Pushback-Reclining-Armchair/5072510/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=13,Abbyson Madison Burgundy Top-grain Leather Pushback Reclining Armchair,12931832,Click here to measure your home for delivery,Modern & Contemporary,"Brass, Foam, Leather, Metal, Upholstered, Wood",Recliners,Burgundy,4.3
14,https://www.overstock.com/Home-Garden/Handy-Living-Grey-Microfiber-Swivel-Glider-Armchair/18659525/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=14,Handy Living Grey Microfiber Swivel Glider Armchair,24753592,"Relax at the end of the day in this armchair from Handy Living. Designed to seat up to 300 pounds, this chair features a hidden pedestal base allowing it to swivel in any direction, and the microfiber covering is durable and easy to keep clean.","Traditional, Transitional","Microfiber, Polyester",Glider,Grey,3.7
15,https://www.overstock.com/Home-Garden/Abbyson-Richfield-Premium-Top-grain-Leather-Armchair-and-Ottoman-Set/5954357/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=15,Abbyson Richfield Premium Top-grain Leather Armchair and Ottoman Set,13651410,"Complete the look of your living space with this sophisticated Richfield top-grain leather armchair and ottoman from Abbyson Living. The sturdy hardwood frame adds durability to the design, while the thick plush cushions provide comfort while you read your favorite book. This rolled armrest armchair and ottoman features top-grain leather that coordinates with a variety of furnishings.",Transitional,"Brass, Foam, Leather",Chair & Ottoman Sets,Brown,4.3
16,https://www.overstock.com/Home-Garden/Copper-Grove-Catamount-Gooseneck-Arm-Chair/20460893/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=16,Copper Grove Catamount Gooseneck Arm Chair,20460893,"This armchair, with its cherry finish, diamond jacquard fabric pattern and curved arms, is reminiscent of the sitting rooms and parlors of an era gone by. A perfect choice for a home in need of more formal, classic style.","Colonial, Traditional","Acrylic, Plastic, Polyester, Synthetic",Accent Chairs,"Blue, Brown",4.7
17,https://www.overstock.com/Home-Garden/Eilidh-Buttoned-Mid-Century-Modern-Tufted-Fabric-Club-Chair-by-Christopher-Knight-Home/17292706/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=17,Eilidh Buttoned Mid Century Modern Tufted Fabric Club Chair by Christopher Knight Home,23542310,This elegant mid-century modern armchair joins refined looks with unsurpassable comfort. The beautiful birch wood legs and low-profile design make this a conversation piece and the perfect reading chair. Visitors to your home are sure to want one for themselves.,"Mid-Century Modern, Modern & Contemporary","Fabric, Wood","Arm Chairs, Club Chairs","Beige, Blue, Green, Grey, Orange, Taupe, Yellow",3.6
18,https://www.overstock.com/Home-Garden/Clay-Alder-Home-Manhattan-Arm-Chairs-Set-of-2/20254782/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=18,Clay Alder Home Manhattan Arm Chairs (Set of 2),20254782,"This delightful armchair provides the perfect accent piece for a variety of settings. Its comfortable fabric construction, with four dark wooden legs, can be used in just about any living space, and best of all, you can choose between grey and beige.",Track Arms,Linen,Arm Chairs,"Beige, Grey",3.8
19,https://www.overstock.com/Home-Garden/Pacific-Armchair-with-Inner-Spring-Seat-and-Silver-Color-Legs/8971152/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=19,Pacific Armchair with Inner-Spring Seat and Silver Color Legs,16179610,Constructed of High Performance easy-care vinyl. Our Pacific Club Chair is alluringly designed with a contemporary edge. The inner spring seat will provide years of comfort and durability.The sleek barrel shaped silver legs further enhance the modern design.The Pacific Armchair's clean line design will be a perfect fit for any modern or contemporary home or office.,"Casual, Classic, Modern & Contemporary","Chrome, Faux Leather, Wood","Accent Chairs, Visitor Chairs",Black,4.3
20,https://www.overstock.com/Home-Garden/Chic-Home-Winston-Grey-Chrome-Leather-Button-tufted-Lounge-Chair-with-Goldtone-Nailhead-Trim/11995573/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=20,Chic Home Winston Grey Chrome/ Leather Button-tufted Lounge Chair with Goldtone Nailhead Trim,18874949,"Sink down into this oversized armchair from Chic Home, a cozy and attractive addition to your home or office. The Winston armchair is designed with button-tufted PU leather, gold accents, and high-density foam padding for maximum comfort. The simple, vintage design complements classic or modern decor.",Modern & Contemporary,"Chrome, Leather","Arm Chairs, Club Chairs, Lounge Chairs, Side Chairs","Black, Blue, Grey",4.9
21,https://www.overstock.com/Home-Garden/Carson-Carrington-Tonsberg-Mid-century-Armchair/20370358/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=21,Carson Carrington Tonsberg Mid-century Armchair,20370358,Give your favorite armchair a mid-century upgrade with the Tonsberg from Carson Carrington. The sleek rubberwood frame has classic flared arms and slim tapered legs finished in a natural tone. Durable polyester upholstery covers the frame and is available in six eye-catching colors to match your contemporary decor.,"Mid-Century Modern, Modern & Contemporary","Fabric, Plastic, Polyester, Rubberwood, Wood",Arm Chairs,"Blue, Brown, Grey, Yellow",4.5
22,https://www.overstock.com/Home-Garden/INK-IVY-Easton-Taupe-Natural-Lounge/14061969/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=22,INK+IVY Easton Taupe/ Natural Lounge,20675186,"Built from the finest materials, this taupe-upholstered armchair features an environmentally-friendly reclaimed oak frame and foam/ silk filling. Great as a part of mid-century modern decor or simply for someone looking for straightforward design and comfort. ","Casual, Industrial","Faux Leather, Foam, Polyester, Wood",Lounge Chairs,Taupe,4.3
23,https://www.overstock.com/Home-Garden/Handy-Living-Mira-Orange-Coral-Medallion-Arm-Chair-and-Ottoman/8025159/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=23,Handy Living Mira Orange Coral Medallion Arm Chair and Ottoman,15387123,The Handy Living Mira arm chair and ottoman features a transitionaldesign with rounded arms. The Mira chair and ottoman are covered ina contemporary pinkish orange and cream medallion fabric.,"Modern & Contemporary, Transitional","Cotton, Polyester","Arm Chairs, Chair & Ottoman Sets, Club Chairs",Orange,4.6
24,https://www.overstock.com/Home-Garden/Elston-Linen-Sloped-Track-Arm-Chair-iNSPIRE-Q-Modern/8847149/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=24,Elston Linen Sloped Track Arm Chair iNSPIRE Q Modern,16076379,"Become the commander of your living room with this bold and inspiring Elston linen arm chair from iNSPIRE Q® Modern. Featuring sloped arms for comfort, T-shaped seat cushions to provide maximum cushioning and a tufted back for extra support, this chair instantly becomes the centerpiece of the room. Each cushion of this upholstered chair is filled with a high density foam with an innerspring core that prevents sagging over time.","Modern, Transitional","Foam, Linen, Rubberwood, Wood","Accent Chairs, Arm Chairs, Club Chairs","Black, Brown, Grey, Tan, White",4.3
25,https://www.overstock.com/Home-Garden/Havenside-Home-Ossabaw-Upholstered-Arm-Chair-with-Espresso-finished-Wood-Legs/22751742/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=25,Havenside Home Ossabaw Upholstered Arm Chair with Espresso-finished Wood Legs,22751742,"Enjoy authentic American craftsmanship with the Ossabaw armchair from Havenside Home. Hand-upholstered with your choice of fabric by Amish-Mennonites, this customizable armchair has a sturdy and spacious construction.","Beach, Traditional, Transitional","Fabric, Foam, Rubberwood, Upholstered","Accent Chairs, Arm Chairs, Lounge Chairs","Beige, Blue, Brown, Cream, Green, Grey, Multi, Off-White, Orange, Red, Taupe, White, Yellow",4.3
26,https://www.overstock.com/Home-Garden/Madison-Park-Lotte-Grey-Multi-Grey-Accent-Chair/14636690/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=26,Madison Park Lotte Grey Multi/ Grey Accent Chair,21176507,"This sophisticated accent chair adds a cosmopolitan appeal to any home. With high-density foam cushions and nail head trim, this armchair doesn't sacrifice comfort for style. Its tailored and refined proportions make this lounge chair perfect for the living room or home office. Leg assembly is required.",Transitional,"Foam, Polyester, Rubberwood","Accent Chairs, Arm Chairs","Grey, Multi",4.9
27,https://www.overstock.com/Home-Garden/Handy-Living-Capri-Moss-Green-Microfiber-Arm-Chair-and-Ottoman/3281661/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=27,Handy Living Capri Moss Green Microfiber Arm Chair and Ottoman,11384329,"Relax in comfort with this armchair and ottoman set from Handy Living. Made with wood and polyester microfiber, this set is both durable and has a luxurious feel and look to it. The set's solid wood frame construction makes it sturdy enough to hold your weight, while the curved back on the armchair gives it a sophisticated edge. Use the ottoman as an extra seat or as a foot-rest.",Traditional,"Fabric, Microfiber","Accent Chairs, Arm Chairs, Chair & Ottoman Sets",Green,4.2
28,https://www.overstock.com/Home-Garden/ABBYSON-LIVING-Barrington-Hand-rubbed-Top-Grain-Leather-Armchair/9745776/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=28,ABBYSON LIVING Barrington Hand-rubbed Top Grain Leather Armchair,16919280,Click here to measure your home for delivery,"Industrial, Traditional, Transitional","Leather, Wood",Arm Chairs,Brown,4.6
29,https://www.overstock.com/Home-Garden/Abbyson-Broadway-Top-Grain-Leather-Reclining-Armchair/5072459/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=29,Abbyson Broadway Top Grain Leather Reclining Armchair,12931793,Click here to measure your home for delivery,"Southwestern, Traditional","Foam, Leather, Wood",Recliners,Burgundy,4.5
30,https://www.overstock.com/Home-Garden/Giada-Two-Tone-Tufted-Velvet-Club-Chair-by-Christopher-Knight-Home/17815629/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=30,Giada Two Tone Tufted Velvet Club Chair by Christopher Knight Home,24008325,"This two toned velvet armchair offers a new take on a traditional look, providing both style and comfort. Featuring outlined edges and a tufted back, this is sure to receive compliments from visitors to your home. Made from the highest quality materials, it will last for many years to come.","Glam, Traditional","Fabric, Velvet, Wood","Arm Chairs, Club Chairs","Black, Blue, Green, Grey, Purple, Red",4.6
31,https://www.overstock.com/Home-Garden/Carson-Carrington-Aabenraa-Navy-Arm-Chair/17239932/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=31,Carson Carrington Aabenraa Navy Arm Chair,23494693,"This stylish mid-century modern Aabenraa armchair from Carson Carrington is a hip and comfortable choice for your living room or bedroom. Its navy fabric upholstery, semi-soft padding, and tapered legs give the Aabenraa a timeless appearance.",Traditional,"Foam, Wood",Accent Chairs,Blue,3.8
32,https://www.overstock.com/Home-Garden/Belleze-Club-Chair-Tub-Faux-Leather-Armchair-Seat-Accent-Living-Room-White/17833251/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=32,"Belleze Club Chair Tub Faux Leather Armchair Seat Accent Living Room, White",24023657,"Add stylish extra seating with this Belleze faux-leather club chair. Boasting a sophisticated design, this contemporary tub chair features flared arms to provide your guests with a sturdy, comfortable place to rest their arms throughout their visit. The flared legs of the piece add an additional layer of style to the chair and make it easy for you to clean underneath it. Add a touch of elegance to any room with this beautiful accent chair from Belleze. With top stitching for durability, foam padding for comfort and solid wood legs for strength, this chair is sure to be a family favorite.",,,,,4.2
33,https://www.overstock.com/Home-Garden/Modern-Tufted-Fuax-Leather-Accent-Chair/17569981/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=33,Modern Tufted Fuax Leather Accent Chair,23790708,"Make your home feel new with AmoreTufted Armchair, this tufted chair brings a modern vibe to your space with its neat lines and graceful silhouette. This unique accent chair mixes comfort and style with its tufts on back cushion, padded seating, and side of arms, they come with tufting and generous seat depth. Place a pair of AmoreTufted club chair around your sofa to refresh your living room or next to a reading light to put together a perfect little reading nook. Or perhaps tuck this modern easy chair in your home office to give yourself a comfy place to take relax by the end of a day.",Modern & Contemporary,Faux Leather,Arm Chairs,"Black, Off-White",5.0
34,https://www.overstock.com/Home-Garden/Safavieh-Rural-Woven-Dining-Bandelier-Black-Arm-Chair/11408334/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=34,Safavieh Rural Woven Dining Bandelier Black Arm Chair,18372996,"Reminiscent of mid-century modern chairs with blond wood and spindle legs, the retro chic Bandelier armchair is updated with intricate woven seat in a contemporary black laced web effect. Made from reclaimed teak, this transitional chair adds character to the living room, family room or perhaps a pair facing a desk. Disclaimer: Wood is a natural material with variations of color shade, configuration, streaks, and grain structure. Each individual piece of Safavieh furniture has characteristic markings that will differ from photo and showroom samples. Regular attention and maintenance of fine furniture can ensure its beauty for years to come. Always use felt pads under all articles to prevent discoloration or softening of the lacquer. Plastic and rubber bases on items can discolor wood.",Farmhouse,"Leather, Teak, Wood",Arm Chairs,Black,4.9
35,https://www.overstock.com/Home-Garden/Abbyson-Montecito-Dark-Brown-Leather-Armchair/5277802/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=35,Abbyson Montecito Dark Brown Leather Armchair,13092884,"Curved and rounded edges add modern appeal to this Montecito bicast leather armchair. The extremely comfortable cushions of this dark brown chair provide the perfect balance between firm support and softness. Make a comfortable and easy addition to your living room with this neutral-colored, functional chair. The classic styling of the stitched panels and curved edges makes it a perfect fit no matter how you decorate your home. There's plenty of room to lounge in this chair - the seat cushion is 18 x 22 inches.",Traditional,Wood,"Arm Chairs, Barrel Chair",Brown,4.7
36,https://www.overstock.com/Home-Garden/WyndenHall-Manford-Distressed-Brown-Bonded-Leather-Wingback-Chair/12334677/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=36,WyndenHall Manford Distressed Brown Bonded Leather Wingback Chair,19165786,"Achieve a stately look with this distressed wingback chair from WyndenHall. Featuring brown leather upholstery and matching hardwood legs, this handcrafted chair sports a bronze nailhead trim that adds refinement to your living room.",Traditional,"Bonded Leather, Wood","Accent Chairs, Arm Chairs, Wingback Chairs",Brown,4.2
37,https://www.overstock.com/Home-Garden/Safavieh-Woven-Hooper-Indoor-Outdoor-Black-White-Stacking-Armchair/13347836/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=37,Safavieh Woven Hooper Indoor-Outdoor Black/ White Stacking Armchair,20049665,The beloved European bistro chair assumes a coastal cottage vibe in the black and white Hooper indoor-outdoor stacking armchair by Safavieh. The cheerful woven PE wicker seat and back extends to pretty wrap detailing on the faux bamboo frame of this classically styled chair.,Transitional,Aluminum,"Accent Chairs, Arm Chairs","Black, White",5.0
38,https://www.overstock.com/Home-Garden/Empress-Upholstered-Armchair/8712601/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=38,Empress Upholstered Armchair,15961819,"Elevate your home with this charming armchair. Button-tufted upholstery, available in a variety of colors to match your decor, and tapered wooden legs lend mid-century sophistication to any space. Plush cushions and sturdy armrests ensure comfort and support.","Americana, Mid-Century Modern, Modern & Contemporary, Nautical & Coastal",Fabric,Arm Chairs,"Blue, Green, Grey, Yellow",4.4
39,https://www.overstock.com/Home-Garden/Abbyson-Mercer-Brown-Bonded-Leather-Club-Chair/9052557/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=39,Abbyson Mercer Brown Bonded Leather Club Chair,16248468,"Sit back and unwind in this fashionable brown armchair from Abbyson Living. Featuring bonded-leathery upholstery, this contemporary armchair looks sleek and elegant in your living room. The hardwood legs are sturdy and the thick cushions and high back are sure to make you super comfortable when watching the game, enjoying a movie or catching up on the news.",Modern & Contemporary,"Bonded Leather, Leather, Wood",Club Chairs,Brown,4.6
40,https://www.overstock.com/Home-Garden/Somette-Tan-Reptile-Print-Accent-Armchair/10687018/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=40,Somette Tan Reptile Print Accent Armchair,17749763,"The traditional Bannister Black finished frame of this chair has a wild side. Upholstered in a fun Reptile print fabric, this chair combines modern with a traditional shape and hand carved elements. These elements combine to create an accent chair with lots of personality.",Modern & Contemporary,"Fabric, Wood","Accent Chairs, Arm Chairs, Side Chairs","Black, Cream, Tan",5.0
41,https://www.overstock.com/Home-Garden/Abbyson-Clarence-Top-Grain-Leather-Recliner/9762471/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=41,Abbyson Clarence Top Grain Leather Recliner,16933836,Enjoy the company of friends and family while relaxing in the comfort of this Abbyson top grain leather reclining armchair. Steel reclining mechanisms can take years of use without problems. Fully stuffed cushions of high-quality leather provide long life and comfort. The superior construction includes corner-blocked joinery and hand stitching. This set is easy to accessorize.,Modern & Contemporary,"Foam, Leather, Wood",Recliners,Grey,3.9
42,https://www.overstock.com/Home-Garden/Abbyson-Landon-Top-Grain-Leather-Armchair/9762468/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=42,Abbyson Landon Top Grain Leather Armchair,16933828,Click here to measure your home for delivery,Modern & Contemporary,"Leather, Wood",Arm Chairs,Grey,4.9
43,https://www.overstock.com/Home-Garden/Handy-Living-Khaki-Microfiber-Hidden-pedestal-Swivel-Glider-Wing-back-Armchair/18659548/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=43,Handy Living Khaki Microfiber Hidden-pedestal Swivel Glider Wing-back Armchair,24753594,"Give your family room an extra seat with this arm chair from Handy Living. Designed with semi-firm seating, this chair is made with a hardwood frame, which is strong and features a durable microfiber covering that's easy to clean.","Traditional, Transitional","Microfiber, Polyester",Glider,Tan,4.3
44,https://www.overstock.com/Home-Garden/Gracewood-Hollow-Dib-Velvet-Armchair/23122860/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=44,Gracewood Hollow Dib Velvet Armchair,23122860,"Take your decor to entirely new and stylish heights with this sultry armchair. The smooth curving armrests, elegant button tufting, and silver nailhead accents offer a timeless look that upgrades your contemporary home styling. Enjoy luxurious comfort thanks to pocket coil seating on the seat and back and dense foam cushions.","Traditional, Vintage","Foam, Polyester, Velvet, Wood","Accent Chairs, Arm Chairs","Blue, Grey",4.8
45,https://www.overstock.com/Home-Garden/Anthea-Fabric-Club-Chair-by-Christopher-Knight-Home/16983351/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=45,Anthea Fabric Club Chair by Christopher Knight Home,23267287,"This luxurious, plush armchair is the perfect addition to your home. Featuring a classic tufted back, with beautiful decorative tacks on the side, this is perfect for cool afternoons spent reading inside or evenings in front of the television. Timeless design like this fits in nearly any home.","Casual, Transitional","Fabric, Wood","Arm Chairs, Club Chairs","Beige, Blue, Grey",4.5
46,https://www.overstock.com/Home-Garden/Vesper-Modern-Bonded-Leather-Arm-Chair-Set-of-2-by-Christopher-Knight-Home/16273171/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=46,Vesper Modern Bonded Leather Arm Chair (Set of 2) by Christopher Knight Home,22637482,The timeless looks of this steel and leather armchair give you all the elegance of a modernist conversation piece without sacrificing anything in comfort. Perfect as a reading chair or as an addition to your living room ensemble. You'll love this piece as much as we do.,Modern & Contemporary,"Bonded Leather, Stainless Steel","Arm Chairs, Sets","Black, White",4.3
47,https://www.overstock.com/Home-Garden/Abbyson-Minnie-Channel-Tufted-Velvet-Armchair/19421834/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=47,Abbyson Minnie Channel Tufted Velvet Armchair,25426967,"Add a classic touch to your living room with this velvet armchair. Its wooden legs have a walnut finish to add a bit of a neutral accent, so you can relax in style. A standard chair back height makes this piece comfortable for just about anyone.",Modern & Contemporary,"Foam, Velvet, Wood",Arm Chairs,"Blue, Green, Pink",5.0
48,https://www.overstock.com/Home-Garden/Madison-Park-Lotte-Natural-Espresso-Accent-Chair/15341622/product.html?refccid=XXMJCI7TDDEKEGCG4U4NCDMJ5E&searchidx=48,Madison Park Lotte Natural/ Espresso Accent Chair,21804463,"This sophisticated accent chair adds a cosmopolitan appeal to any home. With high-density foam cushions and nail head trim, this armchair doesn't sacrifice comfort for style. Its tailored and refined proportions make this lounge chair perfect for the living room or home office. Leg assembly is required.",Traditional,"Foam, Polyester, Wood","Accent Chairs, Arm Chairs",Brown,5.0
